"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"2650",2651,2651,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142174,NA,0.018,3.17,0.828468738946754,"faraoc"
"2658",2659,2659,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165851,NA,0.05,6.83,0.916982146729001,"faraoc"
"2660",2661,2661,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165906,NA,0.084,11.28,6.51040873102399,"faraoc"
"2664",2665,2665,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165810,NA,0.038,6.12,2.40116150866434,"faraoc"
"2665",2666,2666,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165802,NA,0.025,5.4,2.39142813464131,"faraoc"
"2667",2668,2668,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,166299,NA,0.018,4.27,1.69237212695636,"faraoc"
"2673",2674,2674,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,162138,NA,0.165,14.16,24.675702394331,"faraoc"
"2677",2678,2678,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,161341,NA,0.055,11.75,6.24693969515593,"faraoc"
"2680",2681,2681,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,166131,NA,0.017,3.18,1.0984810599826,"faraoc"
"2682",2683,2683,"Faramea occidentalis","WrightBCI2007","BCI50ha",NA,107488,NA,0.213,18.3038990788103,22.2106069475469,"faraoc"
"2683",2684,2684,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142077,NA,0.041,5.47,2.09725590170314,"faraoc"
"2685",2686,2686,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,166083,NA,0.017,3.18,1.65730572104061,"faraoc"
"2687",2688,2688,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,162148,NA,0.176,16.04,42.5202292800152,"faraoc"
"2689",2690,2690,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142107,NA,0.033,5.89,1.70229870978702,"faraoc"
"2690",2691,2691,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165788,NA,0.093,9.14,8.32774764144875,"faraoc"
"2691",2692,2692,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142193,NA,0.106,8.94,6.99414150209094,"faraoc"
"2694",2695,2695,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,166005,NA,0.016,3.18,1.95959837503565,"faraoc"
"2709",2710,2710,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165770,NA,0.1,12.03,15.5223532720333,"faraoc"
"2711",2712,2712,"Faramea occidentalis","WrightBCI2007","BCI50ha",NA,178343,NA,0.218,13.5459962532428,28.8073896153277,"faraoc"
"2716",2717,2717,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142081,NA,0.147,12.38,44.5174804400621,"faraoc"
"2721",2722,2722,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142093,NA,0.033,6.09,3.08877342813252,"faraoc"
"2724",2725,2725,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142065,NA,0.05,3.93,6.26094205261709,"faraoc"
"2729",2730,2730,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142024,NA,0.023,5.12,4.17551209079123,"faraoc"
"2734",2735,2735,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142074,NA,0.081,12.33,8.07910506533375,"faraoc"
"2736",2737,2737,"Ficus costaricana","WrightBCI2007","BCI50ha",NA,2339,NA,1.785,37.6716228683751,408.667993177669,"ficuc2"
"2738",2739,2739,"Ficus costaricana","WrightBCI2007","BCI50ha",NA,2573,NA,2.172,45.4421428173043,1000.88348798133,"ficuc2"
"2741",2742,2742,"Ficus costaricana","MullerLandauBCI2014","BCI50ha",20150519,2371,4.5,1.06,27.30400085,168.679003568808,"ficuc2"
"2744",2745,2745,"Ficus costaricana","WrightBCI2007","BCI50ha",NA,5143,NA,2.177,33.1162145581757,317.65489599605,"ficuc2"
"2745",2746,2746,"Ficus costaricana","MullerLandauBCI2014","BCI50ha",20150828,2459,6.9,1.018,34.46500015,138.08306369822,"ficuc2"
"2746",2747,2747,"Ficus maxima","WrightBCI2007","BCI50ha",NA,445489,NA,0.082,8.88,7.31258296777786,"ficuma"
"2747",2748,2748,"Ficus maxima","WrightBCI2007","BCI50ha",NA,220235,NA,0.267,26.4747650848323,80.3808444863177,"ficuma"
"2748",2749,2749,"Ficus maxima","WrightBCI2007","BCI50ha",NA,110134,NA,0.044,8.27,3.56684625047359,"ficuma"
"2749",2750,2750,"Ficus maxima","WrightBCI2007","BCI50ha",NA,152081,NA,0.096,14.1,9.73266288313979,"ficuma"
"2751",2752,2752,"Ficus maxima","WrightBCI2007","BCI50ha",NA,3269,NA,0.448,29.1721468270573,55.8832370696977,"ficuma"
"2752",2753,2753,"Ficus tonduzii","WrightBCI2007","BCI50ha",NA,57491,NA,0.112,10.07,7.60448706617618,"ficuto"
"2753",2754,2754,"Ficus tonduzii","WrightBCI2007","BCI50ha",NA,240663,NA,0.106,12.8,7.12370284739153,"ficuto"
"2755",2756,2756,"Ficus tonduzii","WrightBCI2007","BCI50ha",NA,2313,NA,0.23,12.03,42.1105066163386,"ficuto"
"2757",2758,2758,"Ficus tonduzii","WrightBCI2007","BCI50ha",NA,184578,NA,0.159,11.5738550525187,10.4206043397471,"ficuto"
"2758",2759,2759,"Ficus tonduzii","WrightBCI2007","BCI50ha",NA,42064,NA,0.118,11.76,17.0856735245425,"ficuto"
"2759",2760,2760,"Ficus trigonata","WrightBCI2007","BCI50ha",NA,609094,NA,0.063,7.61,10.7505101801583,"ficutr"
"2761",2762,2762,"Ficus trigonata","MullerLandauBCI2014","BCI50ha",20151015,319,6.55,0.89,33.17100143,376.474575011462,"ficutr"
"2763",2764,2764,"Ficus trigonata","WrightBCI2007","BCI50ha",NA,922,NA,1.817,45.4444630692377,209.205415581794,"ficutr"
"2764",2765,2765,"Ficus trigonata","WrightBCI2007","BCI50ha",NA,1614,NA,1.388,33.1810145581757,331.249556216094,"ficutr"
"2765",2766,2766,"Ficus trigonata","MullerLandauBCI2014","BCI50ha",20150625,1614,6.65,1.399,33.16400146,459.595054800777,"ficutr"
"2770",2771,2771,"Ficus yoponensis","WrightBCI2007","BCI50ha",NA,108,NA,0.881,29.5584912887896,381.796134140621,"ficuyo"
"2771",2772,2772,"Ficus yoponensis","MullerLandauBCI2014","BCI50ha",20150903,4462,3.45,0.681,28.20800018,128.943502344705,"ficuyo"
"2772",2773,2773,"Ficus yoponensis","WrightBCI2007","BCI50ha",NA,4462,NA,0.647,28.7331085827616,184.708238043814,"ficuyo"
"2773",2774,2774,"Ficus yoponensis","WrightBCI2007","BCI50ha",NA,6981,NA,0.738,33.1206923139009,173.979786833853,"ficuyo"
"2775",2776,2776,"Ficus yoponensis","WrightBCI2007","BCI50ha",NA,701029,NA,0.018,3.96,1.30966769269759,"ficuyo"
"2776",2777,2777,"Ficus yoponensis","WrightBCI2007","BCI50ha",NA,7966,NA,0.739,29.8010932078352,426.525859871444,"ficuyo"
"2777",2778,2778,"Ficus yoponensis","MullerLandauBCI2014","BCI50ha",20150603,108,4,0.927,35.625,236.339897362649,"ficuyo"
"2778",2779,2779,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000422,448164,1.3,0.0145266926724565,2.8,2.09084503409932,"gar2in"
"2779",2780,2780,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000422,31103,1.29,0.0229064008521636,5,1.82656531933479,"gar2in"
"2780",2781,2781,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000226,256602,1.3,0.0148089027277513,3,1.71240578236517,"gar2in"
"2781",2782,2782,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000303,3162,1.31,0.0156396163635813,2.85,0.505382789479074,"gar2in"
"2785",2786,2786,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000303,211121,1.31,0.0205127813813729,4,1.0864451115077,"gar2in"
"2788",2789,2789,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000225,3153,1.08,0.00940867684640088,1.98,0.54596248243943,"gar2in"
"2789",2790,2790,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000303,408260,1.28,0.0168452515564476,3.05,1.90856763955447,"gar2in"
"2790",2791,2791,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,446,NA,0.242,14.0132961595739,14.4627711478881,"gar2in"
"2793",2794,2794,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000422,124767,1.3,0.0172979073878894,3.1,1.27758602599911,"gar2in"
"2803",2804,2804,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000303,3161,1.32,0.0115881577483222,2.3,1.07750099669789,"gar2in"
"2806",2807,2807,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000313,423341,1.31,0.0179269350419976,3.05,1.8326024357192,"gar2in"
"2815",2816,2816,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000302,276033,1.3,0.0216951146574523,3.15,3.25104145294795,"gar2in"
"2821",2822,2822,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,1047,NA,0.248,16.778700916782,15.2447727067239,"gar2in"
"2822",2823,2823,"Garcinia recondita","OBrienBCI1993","BCI50ha",NA,218810,NA,0.034,5.75,5.81813261788327,"gar2in"
"2824",2825,2825,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000228,3179,1.18,0.00947238090450337,1.8,0.552556190937873,"gar2in"
"2827",2828,2828,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000226,245924,1.3,0.0184162699806448,3.9,2.43369994605286,"gar2in"
"2833",2834,2834,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,2122,NA,0.272,23.8935792353555,158.336526920015,"gar2in"
"2834",2835,2835,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,163,NA,0.255,13.8716134656553,50.4052157698774,"gar2in"
"2838",2839,2839,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,130852,NA,0.228,18.5768819937366,30.3298251047302,"gar2in"
"2839",2840,2840,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000303,507105,1.25,0.0116455656796911,2.45,0.507089695611522,"gar2in"
"2841",2842,2842,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000309,175995,1.27,0.0160868175845939,3.1,1.06601336412081,"gar2in"
"2842",2843,2843,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000423,30359,1.3,0.0156456255867255,2.95,2.31896801169511,"gar2in"
"2843",2844,2844,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000419,47129,1.34,0.0169537606447655,3.2,1.86094212157532,"gar2in"
"2847",2848,2848,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000221,266508,1.3,0.0162882043209189,2.35,2.7147649684494,"gar2in"
"2848",2849,2849,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,3727,NA,0.238,20.6834955278762,53.6277798898342,"gar2in"
"2849",2850,2850,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000228,3177,1.17,0.00767739539166767,1.85,0.25974925301677,"gar2in"
"2851",2852,2852,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000315,529071,1.31,0.0142208297929481,2.5,1.99723421277524,"gar2in"
"2862",2863,2863,"Garcinia recondita","OBrienBCI1993","BCI50ha",NA,207749,NA,0.09,9.6,23.6960129577047,"gar2in"
"2863",2864,2864,"Garcinia recondita","WrightBCI2007","BCI50ha",NA,232048,NA,0.021,3.43,4.28774135780628,"gar2in"
"2865",2866,2866,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000304,201725,1.3,0.016332336023974,2.8,1.14477932739933,"gar2in"
"2867",2868,2868,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000306,414228,1.31,0.0183526346882403,3.4,1.00946903814304,"gar2in"
"2870",2871,2871,"Garcinia recondita","OBrienBCI1993","BCI50ha",NA,211578,NA,0.118,9,25.2699712881451,"gar2in"
"2873",2874,2874,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000308,197906,1.3,0.0144981722986037,3,1.47176327053635,"gar2in"
"2874",2875,2875,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000308,3190,1.3,0.0136177053867383,2.4,0.932985211823883,"gar2in"
"2876",2877,2877,"Garcinia recondita","OBrienBCI1993","BCI50ha",NA,116911,NA,0.189,16.18,34.4218456604418,"gar2in"
"2879",2880,2880,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000423,444130,1.31,0.0139814734559702,3.2,1.33281065536754,"gar2in"
"2880",2881,2881,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000228,3186,1.29,0.012703381439601,2.55,1.21118820754019,"gar2in"
"2881",2882,2882,"Garcinia recondita","MullerLandauBCI1996","BCI50ha",20000409,71119,1.32,0.0192880170053845,3.45,3.94227119919531,"gar2in"
"2891",2892,2892,"Garcinia madruno","WrightBCI2007","BCI50ha",NA,240724,NA,0.155,15.1868521804452,19.9715323527929,"gar2ma"
"2895",2896,2896,"Garcinia madruno","WrightBCI2007","BCI50ha",NA,88184,NA,0.223,22.2640583970966,20.0423420029324,"gar2ma"
"2923",2924,2924,"Garcinia madruno","WrightBCI2007","BCI50ha",NA,255449,NA,0.162,13.32,18.7709188595963,"gar2ma"
"2946",2947,2947,"Garcinia madruno","WrightBCI2007","BCI50ha",NA,4767,NA,0.215,17.8297182476524,20.2052934983423,"gar2ma"
"2959",2960,2960,"Garcinia madruno","WrightBCI2007","BCI50ha",NA,157195,NA,0.151,13.61,16.9947897286983,"gar2ma"
"2966",2967,2967,"Genipa americana","WrightBCI2007","BCI50ha",NA,31731,NA,0.508,28.205575791351,123.030303594908,"geniam"
"2967",2968,2968,"Genipa americana","WrightBCI2007","BCI50ha",NA,43662,NA,0.338,23.1293577821942,235.73674497321,"geniam"
"2969",2970,2970,"Genipa americana","WrightBCI2007","BCI50ha",NA,1526,NA,0.464,14.5626904872513,147.981973455928,"geniam"
"2970",2971,2971,"Genipa americana","WrightBCI2007","BCI50ha",NA,198936,NA,0.279,19.223163730505,50.587069131397,"geniam"
"2971",2972,2972,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150923,230141,1.3,0.534,27.52499962,80.7839904609285,"guapst"
"2974",2975,2975,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150330,3751,3.5,0.634,31.18499947,185.346838201367,"guapst"
"2976",2977,2977,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,2977,NA,1.046,34.57,390.809631147208,"guapst"
"2979",2980,2980,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,230141,NA,0.348,22.9,48.3786898848653,"guapst"
"2981",2982,2982,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,7417,NA,0.591,28.43,179.06334217795,"guapst"
"2987",2988,2988,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150312,5001,6.85,0.42,27.5890007,87.4130252812799,"guapst"
"2993",2994,2994,"Guapira standleyana","WrightBCI2007","BCI50ha",NA,2500,NA,0.763,31.168657428684,81.8037629152425,"guapst"
"2994",2995,2995,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150519,1816,3.4,0.517,26.20700073,71.2046829342236,"guapst"
"2995",2996,2996,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150827,5048,3,0.513,35.31700134,311.905125503595,"guapst"
"2999",3000,3000,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,7496,NA,0.843,36.9,63.9941862322215,"guapst"
"3002",3003,3003,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150923,7310,4,0.519,33.80799866,356.083337523541,"guapst"
"3006",3007,3007,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20150820,4861,4,0.605,30.67000008,65.9519128778661,"guapst"
"3008",3009,3009,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20151008,30247,4,0.399,30.18099976,62.4998293575217,"guapst"
"3013",3014,3014,"Guapira standleyana","WrightBCI2007","BCI50ha",NA,7496,NA,0.835,32.3216350201696,102.549899812386,"guapst"
"3015",3016,3016,"Guapira standleyana","WrightBCI2007","BCI50ha",NA,3924,NA,0.636,32.1058014991255,181.072008556589,"guapst"
"3018",3019,3019,"Guapira standleyana","MullerLandauBCI2014","BCI50ha",20151016,2500,3.2,0.772,34.51300049,146.526952450618,"guapst"
"3019",3020,3020,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,4861,NA,0.6,32.4,354.89814488243,"guapst"
"3021",3022,3022,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,207394,NA,0.138,12.87,13.981248532951,"guapst"
"3025",3026,3026,"Guapira standleyana","BohlmanBCI1997","BCI50ha",NA,220422,NA,0.239,18.14,39.2496918629061,"guapst"
"3026",3027,3027,"Guarea grandifolia","MullerLandauBCI2014","BCI50ha",20150330,3761,3,1.09,34.40100098,165.551538755266,"guargr"
"3027",3028,3028,"Guarea grandifolia","WrightBCI2007","BCI50ha",NA,4590,NA,0.5,25.1550927431372,39.5006023725356,"guargr"
"3028",3029,3029,"Guarea grandifolia","WrightBCI2007","BCI50ha",NA,6595,NA,0.487,30.5101648932324,85.3084250868802,"guargr"
"3029",3030,3030,"Guarea grandifolia","WrightBCI2007","BCI50ha",NA,3761,NA,1.088,35.8700953760335,124.093107946239,"guargr"
"3033",3034,3034,"Guarea grandifolia","WrightBCI2007","BCI50ha",NA,2660,NA,0.794,33.0297709665818,108.310068884491,"guargr"
"3034",3035,3035,"Guarea grandifolia","WrightBCI2007","BCI50ha",NA,227197,NA,0.31,23.4501160569833,48.628061154839,"guargr"
"3035",3036,3036,"Guarea grandifolia","MullerLandauBCI2014","BCI50ha",20150617,2660,3.1,0.853,31.73800087,131.461425761128,"guargr"
"3038",3039,3039,"Guarea guidonia","MullerLandauBCI2014","BCI50ha",20151012,5107,1.3,0.352,13.73999977,51.4805937911201,"guargu"
"3040",3041,3041,"Guarea guidonia","WrightBCI2007","BCI50ha",NA,5736,NA,0.367,19.9593818467441,41.2574468089677,"guargu"
"3046",3047,3047,"Guarea guidonia","OBrienBCI1993","BCI50ha",NA,116225,NA,0.046,5.65,3.02379718742344,"guargu"
"3047",3048,3048,"Guarea guidonia","MullerLandauBCI2014","BCI50ha",20150920,5608,3.3,0.385,16.64100075,49.9163134155141,"guargu"
"3051",3052,3052,"Guarea guidonia","BohlmanBCI1997","BCI50ha",NA,5761,NA,0.509,15.76,112.078910719539,"guargu"
"3054",3055,3055,"Guarea guidonia","WrightBCI2007","BCI50ha",NA,6750,NA,0.391,15.9853532410296,24.1781251771515,"guargu"
"3060",3061,3061,"Guarea guidonia","WrightBCI2007","BCI50ha",NA,1715,NA,0.359,20.5365691895904,56.9866234760278,"guargu"
"3064",3065,3065,"Guarea guidonia","WrightBCI2007","BCI50ha",NA,1692,NA,0.436,25.2123733699882,102.466176741481,"guargu"
"3070",3071,3071,"Guarea guidonia","MullerLandauBCI2014","BCI50ha",20150407,1800,1.3,0.25,19.4279995,40.5597790378762,"guargu"
"3073",3074,3074,"Guarea bullata","OBrienBCI1993","BCI50ha",NA,261179,NA,0.069,7.79,7.93351425360824,"guarsp"
"3075",3076,3076,"Guarea bullata","WrightBCI2007","BCI50ha",NA,69016,NA,0.185,17.1556808492793,30.1286282879197,"guarsp"
"3079",3080,3080,"Guarea bullata","OBrienBCI1993","BCI50ha",NA,91578,NA,0.11,16.48,9.68809993046584,"guarsp"
"3083",3084,3084,"Guarea bullata","WrightBCI2007","BCI50ha",NA,55870,NA,0.184,15.4,21.1856266015165,"guarsp"
"3086",3087,3087,"Guarea bullata","OBrienBCI1993","BCI50ha",NA,258863,NA,0.014,2.5,0.28321059540401,"guarsp"
"3103",3104,3104,"Guatteria lucens","WrightBCI2007","BCI50ha",NA,3676,NA,0.589,34.3487500110464,80.6189533853108,"guatdu"
"3104",3105,3105,"Guatteria lucens","MullerLandauBCI2014","BCI50ha",20150923,235969,3,0.39,28.67099953,53.8521603630692,"guatdu"
"3108",3109,3109,"Guatteria lucens","MullerLandauBCI2014","BCI50ha",20150407,1376,6.65,0.66,39.75799942,108.089172225013,"guatdu"
"3109",3110,3110,"Guatteria lucens","OBrienBCI1993","BCI50ha",NA,404414,NA,0.042,7.22,0.734319508798731,"guatdu"
"3112",3113,3113,"Guatteria lucens","WrightBCI2007","BCI50ha",NA,2230,NA,0.62,30.1653305197293,100.925103343668,"guatdu"
"3122",3123,3123,"Guatteria lucens","WrightBCI2007","BCI50ha",NA,1094,NA,0.83,37.9291059612486,141.234842986123,"guatdu"
"3127",3128,3128,"Guatteria lucens","MullerLandauBCI2014","BCI50ha",20151014,567,3,0.414,34.9070015,50.5948788133782,"guatdu"
"3131",3132,3132,"Guatteria lucens","WrightBCI2007","BCI50ha",NA,3601,NA,0.817,36.3450843598802,139.054996816778,"guatdu"
"3132",3133,3133,"Guatteria lucens","BohlmanBCI1997","BCI50ha",NA,3601,NA,0.752,39.65,165.052799341235,"guatdu"
"3133",3134,3134,"Guatteria lucens","BohlmanBCI1997","BCI50ha",NA,3676,NA,0.558,33.15,65.6542704423906,"guatdu"
"3135",3136,3136,"Guatteria lucens","MullerLandauBCI2014","BCI50ha",20150919,4261,3.4,0.551,34.86399841,124.18228897879,"guatdu"
"3136",3137,3137,"Guatteria lucens","OBrienBCI1993","BCI50ha",NA,240754,NA,0.112,16.7,10.1778418691571,"guatdu"
"3141",3142,3142,"Guatteria lucens","WrightBCI2007","BCI50ha",NA,1233,NA,0.695,34.4120614753962,130.333765936435,"guatdu"
"3145",3146,3146,"Guazuma ulmifolia","WrightBCI2007","BCI50ha",NA,6013,NA,0.589,26.9553206792416,130.980376660201,"guazul"
"3147",3148,3148,"Guazuma ulmifolia","MullerLandauBCI2014","BCI50ha",20150522,5046,3.9,0.829,26.31100082,1286.63210809086,"guazul"
"3156",3157,3157,"Guazuma ulmifolia","WrightBCI2007","BCI50ha",NA,3116,NA,0.51,22.1927532830159,74.1349193830238,"guazul"
"3157",3158,3158,"Guazuma ulmifolia","BohlmanBCI1997","BCI50ha",NA,4455,NA,0.434,26.71,158.397768899558,"guazul"
"3160",3161,3161,"Guazuma ulmifolia","MullerLandauBCI2014","BCI50ha",20150519,103333,1.3,0.353,23.28700066,40.758559513951,"guazul"
"3162",3163,3163,"Guazuma ulmifolia","BohlmanBCI1997","BCI50ha",NA,4116,NA,0.97,22.52,271.433616758106,"guazul"
"3168",3169,3169,"Guazuma ulmifolia","BohlmanBCI1997","BCI50ha",NA,5046,NA,0.825,28.2,146.85099490492,"guazul"
"3179",3180,3180,"Guazuma ulmifolia","WrightBCI2007","BCI50ha",NA,1592,NA,0.74,20.0156927054445,58.8720275161649,"guazul"
"3183",3184,3184,"Gustavia superba","WrightBCI2007","BCI50ha",NA,2043,NA,0.387,18.4140987700994,91.6919121228623,"gustsu"
"3185",3186,3186,"Gustavia superba","WrightBCI2007","BCI50ha",NA,2685,NA,0.388,22.1547951385497,57.5825147343002,"gustsu"
"3186",3187,3187,"Gustavia superba","WrightBCI2007","BCI50ha",NA,7147,NA,0.414,19.7934300474861,220.939790073689,"gustsu"
"3195",3196,3196,"Gustavia superba","MullerLandauBCI2014","BCI50ha",20150519,3093,1.3,0.355,23.7159996,54.1178756270242,"gustsu"
"3196",3197,3197,"Gustavia superba","WrightBCI2007","BCI50ha",NA,3565,NA,0.441,23.6202550268726,179.400533614974,"gustsu"
"3204",3205,3205,"Gustavia superba","MullerLandauBCI2014","BCI50ha",20151016,2698,1.3,0.273,24.5890007,45.169374015585,"gustsu"
"3212",3213,3213,"Gustavia superba","WrightBCI2007","BCI50ha",NA,1807,NA,0.385,18.867939750299,97.7470556398944,"gustsu"
"3219",3220,3220,"Gustavia superba","MullerLandauBCI2014","BCI50ha",20150906,264086,1.3,0.113,16.22500038,28.9549577853299,"gustsu"
"3225",3226,3226,"Hasseltia floribunda","MullerLandauBCI2014","BCI50ha",20150906,264285,3,0.213,10.88700008,73.2981170495387,"hassfl"
"3228",3229,3229,"Hasseltia floribunda","OBrienBCI1993","BCI50ha",NA,209496,NA,0.054,6.9,6.36753554062277,"hassfl"
"3231",3232,3232,"Hasseltia floribunda","WrightBCI2007","BCI50ha",NA,193573,NA,0.241,13.7856790991707,47.0628428349507,"hassfl"
"3233",3234,3234,"Hasseltia floribunda","OBrienBCI1993","BCI50ha",NA,255027,NA,0.097,10.4,12.6208422939927,"hassfl"
"3235",3236,3236,"Hasseltia floribunda","MullerLandauBCI2014","BCI50ha",20150906,264078,1.3,0.144,11.79899979,63.7132558016407,"hassfl"
"3237",3238,3238,"Hasseltia floribunda","WrightBCI2007","BCI50ha",NA,207871,NA,0.25,13.4917453550522,60.0610827041058,"hassfl"
